id,label
ECE 157B,ECE 157B. Communications Systems Laboratory II (4)
ECE 158A,ECE 158A. Data Networks I (4)
ECE 158B,ECE 158B. Data Networks II (4)
ECE 159,ECE 159. Introduction to Data Processing and Information Theory (4)
ECE 161A,ECE 161A. Introduction to Digital Signal Processing (4)
ECE 161B,ECE 161B. Digital Signal Processing I (4)
ECE 161C,ECE 161C. Applications of Digital Signal Processing (4)
ECE 163,ECE 163. Electronic Circuits and Systems (4)
ECE 164,ECE 164. Analog Integrated Circuit Design (4)
ECE 165,ECE 165. Digital Integrated Circuit Design (4)
ECE 166,ECE 166. Microwave Systems and Circuits (4)
ECE 171A,ECE 171A. Linear Control System Theory (4)
ECE 171B,ECE 171B. Linear Control System Theory (4)
ECE 172A,ECE 172A. Introduction to Intelligent Systems: Robotics and Machine Intelligence (4)
ECE 174,ECE 174. Introduction to Linear and Nonlinear Optimization with Applications (4)
ECE 175A,ECE 175A. Elements of Machine Intelligence: Pattern Recognition and Machine Learning (4)
ECE 175B,ECE 175B. Elements of Machine Intelligence: Probabilistic Reasoning and Graphical Models (4)
ECE 176,ECE 176. Introduction to Deep Learning and Applications (4)
ECE 180,ECE 180. Topics in Electrical and Computer Engineering (4)
ECE 181,ECE 181. Physical Optics and Fourier Optics (4)
ECE 182,"ECE 182. Electromagnetic Optics, Guided-Wave, and Fiber Optics (4)"
ECE 183,ECE 183. Optical Electronics (4)
ECE 184,ECE 184. Optical Information Processing and Holography (4)
ECE 185,ECE 185. Lasers and Modulators (4)
ECE 187,ECE 187. Introduction to Biomedical Imaging and Sensing (4)
ECE 188,ECE 188. Topics in Electrical and Computer Engineering with Laboratory (4)
ECE 189,ECE 189. Technical Public Speaking (2)
ECE 190,ECE 190. Engineering Design (4)
ECE 191,ECE 191. Engineering Group Design Project (4)
ECE 193H,ECE 193H. Honors Project (4–8)
ECE 194,ECE 194. Viacar Design Project (4)
ECE 195,ECE 195. Teaching (2 or 4)
ECE 196,ECE 196. Engineering Hands-on Group Project (4)
ECE 197,"ECE 197. ECE Internship (2, 4, 6, 8, 10, or 12)"
ECE 198,ECE 198. Directed Group Study (2 or 4)
ECE 199,ECE 199. Independent Study for Undergraduates (2 or 4)
ECE 200,ECE 200. Research Conference (2)
ECE 201,ECE 201. Introduction to Biophysics (4)
ECE 202,ECE 202. Medical Devices and Interfaces (4)
ECE 203,ECE 203. Biomedical Integrated Circuits and Systems (4)
ECE 204,ECE 204. Statistical Learning in Bioinformatics (4)
ECE 207A,ECE 207A. Principles of Medical Imaging (4)
ECE 208,ECE 208. Computational Evolutionary Biology (4)
ECE 209,ECE 209. Statistical Learning for Biosignal Processing (4)
ECE 212AN,ECE 212AN. Principles of Nanoscience and Nanotechnology (4)
ECE 212BN,ECE 212BN. Nanoelectronics (4)
ECE 212CN,ECE 212CN. Nanophotonics (4)
ECE 221,ECE 221. Magnetic Materials: Principles and Applications (4)
ECE 222A,ECE 222A. Antennas and Their System Applications (4)
ECE 222B,ECE 222B. Applied Electromagnetic Theory—Electromagnetics (4)
ECE 222C,ECE 222C. Applied Electromagnetic Theory—Computational Methods for Electromagnetics (4)
ECE 222D,ECE 222D. Advanced Antenna Design (4)
ECE 225A,ECE 225A. Probability and Statistics for Data Science (4)
ECE 225B,ECE 225B. Universal Probability and Its Applications in Data Science (4)
ECE 226,ECE 226. Optimization and Acceleration of Deep Learning on Various Hardware Platforms (4)
ECE 227,ECE 227. Big Network Data (4)
ECE 228,ECE 228. Machine Learning for Physical Applications (4)
ECE 229,ECE 229. Computational Data Analysis and Product Development (4)
ECE 230A,ECE 230A. Solid State Electronics I (4)
ECE 230B,ECE 230B. Solid State Electronics II (4)
ECE 230C,ECE 230C. Solid State Electronics III (4)
ECE 235,ECE 235. Nanometer-Scale VLSI Devices (4)
ECE 236A,ECE 236A. III-V Compound Semiconductor Materials (4)
ECE 236B,ECE 236B. Optical Processes in Semiconductors (4)
ECE 236C,ECE 236C. Heterojunction Field-Effect Transistors (4)
ECE 238A,ECE 238A. Thermodynamics of Solids (4)
ECE 238B,ECE 238B. Solid State Diffusion and Reaction Kinetics (4)
ECE 240A,ECE 240A. Lasers and Optics (4)
ECE 240B,ECE 240B. Optical Information Processing (4)
ECE 240C,ECE 240C. Optical Modulation and Detection (4)
ECE 241A,ECE 241A. Nonlinear Optics (4)
ECE 241B,ECE 241B. Integrated Photonics (4)
ECE 241C,ECE 241C. Holographic Optical Elements (4)
ECE 243B,ECE 243B. Optical Fiber Communication (4)
ECE 244A,ECE 244A. Statistical Optics (4)
ECE 247A,ECE 247A. Advanced BioPhotonics (4)
ECE 247B,ECE 247B. BioElectronics (4)
ECE 247C,ECE 247C. BioNanotechnology (4)
ECE 250,ECE 250. Random Processes (4)
ECE 251A,ECE 251A. Digital Signal Processing I (4)
ECE 251B,ECE 251B. Digital Signal Processing II (4)
ECE 251C,ECE 251C. Filter Banks and Wavelets (4)
ECE 251D,ECE 251D. Array Processing (4)
ECE 252A,ECE 252A. Speech Compression (4)
ECE 252B,ECE 252B. Speech Recognition (4)
ECE 253,ECE 253. Fundamentals of Digital Image Processing (4)
ECE 254,ECE 254. Detection Theory (4)
ECE 255A,ECE 255A. Information Theory (4)
ECE 255B,ECE 255B. Source Coding (4)
ECE 255C,ECE 255C. Network Information Theory (4)
ECE 256,ECE 256. Fundamentals of Image and Video Compression (4)
ECE 257A,ECE 257A. Modern Communication Networks (4)
ECE 257B,ECE 257B. Principles of Wireless Networks (4)
ECE 257C,ECE 257C. Stochastic Wireless Networks Models (4)
ECE 258A,ECE 258A. Digital Communications I (4)
ECE 258B,ECE 258B. Digital Communications II (4)
ECE 259A,ECE 259A. Algebraic Coding (4)
ECE 259B,ECE 259B. Probabilistic Coding (4)
ECE 259C,ECE 259C. Advanced Topics in Coding (4)
ECE 260A,ECE 260A. VLSI Digital System Algorithms and Architectures (4)
ECE 260B,ECE 260B. VLSI Integrated Circuits and Systems Design (4)
ECE 260C,ECE 260C. VLSI Advanced Topics (4)
ECE 264A,ECE 264A. CMOS Analog Integrated Circuits and Systems I (4)
ECE 264B,ECE 264B. CMOS Analog Integrated Circuits and Systems II (4)
ECE 264C,ECE 264C. CMOS Analog Integrated Circuits and Systems III (4)
ECE 264D,ECE 264D. CMOS Analog Integrated Circuits and Systems IV (4)
ECE 265A,ECE 265A. Communication Circuit Design I (4)
ECE 265B,ECE 265B. Communication Circuit Design II (4)
ECE 265C,ECE 265C. Power Amplifiers for Wireless Communications (4)
ECE 265D,ECE 265D. Communication Circuits III (4)
ECE 267,ECE 267. Network/Graph Algorithms and Analysis (4)
ECE 268,ECE 268. Security of Hardware Embedded Systems (4)
ECE 269,ECE 269. Linear Algebra and Application (4)
ECE 271A,ECE 271A. Statistical Learning I (4)
ECE 271B,ECE 271B. Statistical Learning II (4)
ECE 271C,ECE 271C. Deep Learning and Applications (4)
ECE 272A,ECE 272A. Stochastic Processes in Dynamic Systems I (4)
ECE 272B,ECE 272B. Stochastic Processes in Dynamic Systems II (4)
ECE 273,ECE 273. Convex Optimization and Applications (4)
ECE 275A,ECE 275A. Parameter Estimation I (4)
ECE 275B,ECE 275B. Parameter Estimation II (4)
ECE 276A,ECE 276A. Sensing and Estimation in Robotics (4)
ECE 276B,ECE 276B. Planning and Learning in Robotics (4)
ECE 276C,ECE 276C. Robot Reinforcement Learning (4)
ECE 277,ECE 277. GPU Programming (4)
ECE 278,ECE 278. Mathematical Topics for the Master’s Comprehensive Exam (4)
ECE 279,ECE 279. Special Seminar (2)
ECE 280,ECE 280. Special Topics in Electronic Devices and Materials/Applied Physics (4)
ECE 281,ECE 281. Special Topics in Nanoscience/Nanotechnology (4)
ECE 282,ECE 282. Special Topics in Photonics/Applied Optics (4)
ECE 283,ECE 283. Special Topics in Electronic Circuits and Systems (4)
ECE 284,ECE 284. Special Topics in Computer Engineering (4)
ECE 285,ECE 285. Special Topics in Signal and Image Processing/Robotics and Control Systems (4)
ECE 286,ECE 286. State-of-the-Art Topics in Computational Statistics and Machine Learning (4)
ECE 287,ECE 287. Special Topics in Communication Theory and Systems (4)
ECE 289,ECE 289. Special Topics in Electrical and Computer Engineering (4)
ECE 290,ECE 290. Graduate Seminar on Current ECE Research (2)
ECE 291,ECE 291. Industry Sponsored Engineering Design Project (4)
ECE 293,ECE 293. Graduate Seminar in Communication Theory and Systems (2)
ECE 294,ECE 294. Graduate Seminar in Electronic Devices and Materials/Applied Physics (2)
ECE 295,ECE 295. Graduate Seminar in Signal and Image Processing/Robotics and Control Systems (2)
ECE 296,ECE 296. Graduate Seminar in Photonics/Applied Optics (2)
ECE 297,ECE 297. Graduate Seminar in Nanoscience/Nanotechnology (2)
ECE 298,ECE 298. Independent Study (1–16)
ECE 299,ECE 299. Research (1–16)
ECE 501,ECE 501. Teaching (1–4)
MAE 02,MAE 02. Introduction to Aerospace Engineering (4)
"MAE
		  03","MAE
		  03. Introduction to Engineering Graphics and Design (4)"
MAE 05,MAE 05. Quantitative Computer Skills (4)
MAE 07,MAE 07. Spatial Visualization (1)
MAE 08,MAE 08. Matlab Programming for Engineering Analysis (4)
MAE 11,MAE 11. Thermodynamics (4)
MAE 20,MAE 20. Elements of Materials Science (4)
MAE 21,MAE 21. Aerospace Materials Science (4)
MAE 30A,MAE 30A. Kinematics (4)
MAE 30B,MAE 30B. Dynamics and Vibrations (4)
MAE 40,MAE 40. Linear Circuits (4)
MAE 87,MAE 87. First-year Student Seminar (1)
MAE 92A,"MAE 92A. Design Competition—Design, Build, and Fly Aircraft (1)"
MAE 93,"MAE 93. Design Competition—Design, Build, and Test Race Car (1)"
MAE 98,MAE 98. Directed Group Study (2)
MAE 99H,MAE 99H. Independent Study (1)
MAE 101A,MAE 101A. Introductory Fluid Mechanics (4)
MAE 101B,MAE 101B. Advanced Fluid Mechanics (4)
MAE 101C,MAE 101C. Heat Transfer (4)
MAE 101D,MAE 101D. Intermediate Heat Transfer (4)
MAE 104,MAE 104. Aerodynamics (4)
MAE 105,MAE 105. Introduction to Mathematical Physics (4)
MAE 107,MAE 107. Computational Methods in Engineering (4)
MAE 108,MAE 108. Probability and Statistical Methods for Mechanical Engineering (4)
MAE 110,MAE 110. Thermodynamic Systems (4)
MAE 113,MAE 113. Fundamentals of Propulsion (4)
MAE 117A,MAE 117A. Elementary Plasma Physics (4)
MAE 118,MAE 118. Introduction to Energy and Environment (4)
MAE 119,MAE 119. Introduction to Renewable Energy: Solar and Wind (4)
MAE 120,MAE 120. Introduction to Nuclear Energy (4)
MAE 121,MAE 121. Air Pollution Transport and Dispersion Modeling (4)
MAE 122,MAE 122. Flow and Transport in the Environment (4)
MAE 123,MAE 123. Introduction to Transport in Porous Media (4)
MAE 125,MAE 125. Building Energy Efficiency (4)
MAE 126A,MAE 126A. Environmental Engineering Laboratory (4)
MAE 126B,MAE 126B. Environmental Engineering Design (4)
MAE 130,MAE 130. Advanced Vibrations (4)
MAE 131A,MAE 131A. Solid Mechanics I (4)
MAE 131B,MAE 131B. Fundamentals of Solid Mechanics II (4)
MAE 133,MAE 133. Finite Element Methods in Mechanical and Aerospace Engineering (4)
MAE 142,MAE 142. Dynamics and Control of Aerospace Vehicles (4)
MAE 143A,MAE 143A. Signals and Systems (4)
MAE 143B,MAE 143B. Linear Control (4)
MAE 144,MAE 144. Embedded Control and Robotics (4)
MAE 145,MAE 145. Introduction to Robotic Planning and Estimation (4)
MAE 148,MAE 148. Introduction to Autonomous Vehicles (4)
MAE 149,MAE 149. Sensor Networks (4)
MAE 150,MAE 150. Computer-Aided Design (4)
MAE 152,MAE 152. Introductions to Manual and CNC Machining (1)
MAE 154,MAE 154. Product Design and Entrepreneurship (4)
MAE 155A,MAE 155A. Aerospace Engineering Design I (4)
MAE 155B,MAE 155B. Aerospace Engineering Design II (4)
MAE 156A,MAE 156A. Fundamental Principles of Mechanical Design I (4)
MAE 156B,MAE 156B. Fundamental Principles of Mechanical Design II (4)
MAE 160,MAE 160. Mechanical Behavior of Materials (4)
MAE 165,MAE 165. Fatigue and Failure Analysis of Engineering Components (4)
MAE 166,MAE 166. Nanomaterials (4)
MAE 167,MAE 167. Wave Dynamics in Materials (4)
MAE 170,MAE 170. Experimental Techniques (4)
MAE 171A,MAE 171A. Mechanical Engineering Laboratory I (4)
MAE 171B,MAE 171B. Mechanical Engineering Laboratory II (4)
MAE 175A,MAE 175A. Aerospace Engineering Laboratory I (4)
MAE 180A,MAE 180A. Spacecraft Guidance I (4)
MAE 181,MAE 181. Space Mission Analysis and Design (4)
MAE 184,MAE 184. Flight Simulation Techniques (4)
MAE 190,MAE 190. Topics in Mechanical and Aerospace Engineering (4)
MAE 191,MAE 191. Topics in Mechanical and Aerospace Engineering with Laboratory (4)
MAE 197,MAE 197. Engineering Internship (1–12)
MAE 198,MAE 198. Directed Group Study (1–4)
MAE 199,MAE 199. Independent Study for Undergraduates (4)
MAE 200,MAE 200. Controls (4)
MAE 201,MAE 201. Mechanics of Fluids (4)
MAE 202,MAE 202. Thermal Processes (4)
MAE 203,MAE 203. Solid Mechanics and Materials (4)
MAE 204,MAE 204. Robotics (4)
MAE 205,MAE 205. Graduate Seminar (1)
MAE 206,MAE 206. Energy Systems (4)
MAE 207,MAE 207. Topics in Engineering Science (4)
MAE 208,MAE 208. Mathematics for Engineers (4)
MAE 209,MAE 209. Continuum Mechanics Applied to Medicine/Biology (4)
MAE 210A,MAE 210A. Fluid Mechanics I (4)
MAE 210B,MAE 210B. Fluid Mechanics II (4)
MAE 210C,MAE 210C. Fluid Mechanics III (4)
MAE 211,MAE 211. Introduction to Combustion (4)
MAE 212,MAE 212. Introductory Compressible Flow (4)
MAE 213,MAE 213. Mechanics of Propulsion (4)
MAE 214A,MAE 214A. Introduction to Turbulence and Turbulent Mixing (4)
MAE 217A,MAE 217A. Introduction to Gas Discharge Plasma Physics (4)
MAE 217B,MAE 217B. Introduction to Nonmagnetized Hot Plasma Physics (4)
MAE 217C,MAE 217C. Introduction to Magnetized Hot Plasma Physics (4)
MAE 218A,MAE 218A. Introduction to High Energy Density Physics (MHD and Pinches) (4)
MAE 218B,MAE 218B. Introduction to High Energy Density Physics (Laser-Plasma Interactions) (4)
MAE 220A,MAE 220A. Physics of Gases (4)
MAE 220B,MAE 220B. Physical Gas Dynamics (4)
MAE 221A,MAE 221A. Heat Transfer (4)
MAE 221B,MAE 221B. Mass Transfer (4)
MAE 224A,MAE 224A. Environmental Fluid Dynamics I (4)
MAE 224B,MAE 224B. Environmental Fluid Dynamics II (4)
MAE 225A,MAE 225A. Nanoscale and Microscale Heat Transfer for Energy Conversion Applications I (4)
MAE 225B,MAE 225B. Nanoscale and Microscale Heat Transfer for Energy Conversion Applications II (4)
MAE 228,MAE 228. Selected Topics in Plasma Physics (4)
MAE 231A,MAE 231A. Foundations of Solid Mechanics (4)
MAE 231B,MAE 231B. Elasticity (4)
MAE 231C,MAE 231C. Inelasticity (4)
MAE 232A,MAE 232A. Finite Element Methods in Solid Mechanics I (4)
MAE 232B,MAE 232B. Finite Element Methods in Solid Mechanics II (4)
MAE 232C,MAE 232C. Finite Element Methods in Solid Mechanics III (4)
MAE 233A,MAE 233A. Fracture Mechanics (4)
MAE 233B,MAE 233B. Micromechanics (4)
MAE 235,MAE 235. Computational Techniques in Finite Elements (4)
MAE 238,MAE 238. Stress Waves in Solids (4)
MAE 242,MAE 242. Robot Motion Planning (4)
MAE 247,MAE 247. Cooperative Control of Multi-agent Systems (4)
MAE 251,MAE 251. Structure and Analysis of Solids (4)
MAE 253,MAE 253. Advanced Ceramics (4)
MAE 254,MAE 254. Energy Materials and Applications (4)
MAE 255,MAE 255. Boundary Layer and Renewable Energy Meteorology (4)
MAE 256,MAE 256. Radiative Transfer for Energy Applications (4)
MAE 260,MAE 260. Fundamentals and Applications of Computational Materials Science (4)
MAE 261,MAE 261. Cardiovascular Fluid Mechanics (4)
MAE 262,MAE 262. Biological Fluid Mechanics (4)
MAE 263,MAE 263. Experimental Methods in Cell Mechanics (4)
MAE 264,MAE 264. Mechanics and Thermodynamics of Biological Membranes (4)
MAE 265A,MAE 265A. Electronic and Photonic Properties of Materials (4)
MAE 265B,MAE 265B. Magnetic Materials: Principles and Applications (4)
MAE 266,MAE 266. Biomaterials (4)
MAE 267,MAE 267. Nanomaterials and Properties (4)
MAE 271A,MAE 271A. Thermodynamics of Solids (4)
MAE 271B,MAE 271B. Solid State Diffusion and Reaction Kinetics (4)
MAE 271C,MAE 271C. Phase Transformations (4)
MAE 272,MAE 272. Imperfections in Solids (4)
MAE 273A,MAE 273A. Dynamic Behavior of Materials (4)
MAE 276,MAE 276. Mechanics of Soft Materials (4)
MAE 277A,MAE 277A. Complexity and Large-Scale Systems (4)
MAE 278A,"MAE 278A. Modeling, Simulation, and Analysis (4)"
MAE 280A,MAE 280A. Linear Systems Theory (4)
MAE 280B,MAE 280B. Linear Control Design (4)
MAE 281A,MAE 281A. Nonlinear Systems (4)
MAE 281B,MAE 281B. Nonlinear Control (4)
MAE 283A,MAE 283A. Parametric Identification: Theory and Methods (4)
MAE 283B,MAE 283B. Approximate Identification and Control (4)
MAE 284,MAE 284. Robust and Multivariable Control (4)
MAE 285,MAE 285. Design of Micro/Nanoacoustofluidic Devices (4)
MAE 286,MAE 286. Hybrid Systems (4)
MAE 287,MAE 287. Control of Distributed Parameter Systems (4)
MAE 288A,MAE 288A. Optimal Control (4)
MAE 288B,MAE 288B. Optimal Estimation (4)
MAE 289A,MAE 289A. Mathematical Analysis for Applications (4)
MAE 289B,MAE 289B. Real Analysis for Applications (4)
MAE 289C,MAE 289C. Functional Analysis and Applications (4)
MAE 290A,MAE 290A. Numerical Methods for Linear Algebra and ODE Simulation (4)
MAE 290B,MAE 290B. Numerical Methods for Differential Equations (4)
MAE 290C,MAE 290C. Computational Fluid Dynamics (4)
MAE 291,MAE 291. Design and Mechanics in Computer Technology (4)
MAE 292,MAE 292. Computer-Aided Design and Analysis (4)
MAE 293,MAE 293. Flow Control (4)
MAE 294A,MAE 294A. Introduction to Applied Mathematics (4)
MAE 294B,MAE 294B. Introduction to Applied Mathematics II (4)
MAE 294C,MAE 294C. Introduction to Applied Mathematics III (4)
MAE 295,MAE 295. Field Study (1–12)
MAE 296,MAE 296. Independent Study (1–4)
MAE 298,MAE 298. Directed Group Study (1–4)
MAE 299,MAE 299. Graduate Research (1–12)
MAE 501,MAE 501. Teaching Experience (2)
MDE 209,MDE 209. Mechanics and Transport Phenomena for Biomedical Device Design (4)
MDE 210,MDE 210. Medical Devices: Clinical Perspectives (4)
MDE 225A,MDE 225A. Biobusiness: Small to Large I (2)
MDE 225B,MDE 225B. Biobusiness: Small to Large II (2)
MDE 230,MDE 230. Life Sciences and Technologies (4)
MDE 231A,MDE 231A. Fundamentals of Physiology and Anatomy I (2)
MDE 231B,MDE 231B. Fundamentals of Physiology and Anatomy II (2)
MDE 240,MDE 240. Embedded System Design (4)
MDE 260A,MDE 260A. Design and Implementation of Medical Device Technology I (1)
MDE 260B,MDE 260B. Design and Implementation of Medical Device Technology II (2)
MDE 260C,MDE 260C. Design and Implementation of Medical Device Technology III (1)
MDE 266,MDE 266. Biomaterials for Medical Device Design (4)
